CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;eas;3;2.6;3.94;0.92;53;NA;NA;212;38;1
2;FALSE;FALSE;as;1;0.1;8.94;0.42;5;NA;NA;NA;15;0
3;FALSE;FALSE;ras;0;1.35;6.44;0.67;77;NA;49;NA;NA;NA
4;FALSE;FALSE;mmas;2;3.85;1.44;0.18;29;NA;NA;NA;26;0
5;FALSE;FALSE;acs;2;0.73;5.19;0.55;65;0.73;NA;NA;9;0
6;FALSE;FALSE;mmas;0;3.23;0.19;0.05;17;NA;NA;NA;NA;NA
7;FALSE;FALSE;as;3;1.98;7.69;0.3;41;NA;NA;NA;44;1
8;FALSE;FALSE;ras;1;4.48;2.69;0.8;89;NA;61;NA;21;0
9;FALSE;FALSE;acs;3;4.17;9.56;0.12;95;0.79;NA;NA;18;1
10;FALSE;FALSE;mmas;1;1.67;4.56;0.61;47;NA;NA;NA;41;0
11;FALSE;FALSE;as;2;2.92;7.06;0.86;23;NA;NA;NA;29;0
12;FALSE;FALSE;eas;0;0.42;2.06;0.36;71;NA;NA;72;NA;NA
13;FALSE;FALSE;as;0;4.79;5.81;0.98;35;NA;NA;NA;NA;NA
14;FALSE;FALSE;ras;2;2.29;0.81;0.49;83;NA;80;NA;47;0
15;FALSE;FALSE;eas;3;1.04;3.31;0.73;11;NA;NA;353;12;1
16;FALSE;FALSE;acs;1;3.54;8.31;0.24;59;0.42;NA;NA;35;0
17;FALSE;FALSE;ras;3;0.26;7.38;0.21;20;NA;8;NA;39;0
18;FALSE;FALSE;as;1;2.76;2.38;0.7;68;NA;NA;NA;16;1
19;FALSE;FALSE;eas;2;1.51;9.88;0.95;92;NA;NA;1;5;1
20;FALSE;FALSE;acs;0;4.01;4.88;0.46;44;0.89;NA;NA;NA;NA
21;FALSE;FALSE;ras;2;3.38;3.63;0.33;8;NA;96;NA;22;1
22;FALSE;FALSE;mmas;0;0.88;8.63;0.83;56;NA;NA;NA;NA;NA
23;FALSE;FALSE;eas;1;2.13;6.13;0.08;32;NA;NA;283;11;1
24;FALSE;FALSE;as;3;4.63;1.13;0.58;80;NA;NA;NA;34;0
25;FALSE;FALSE;mmas;2;0.57;4.25;0.02;62;NA;NA;NA;48;1
26;FALSE;FALSE;ras;0;3.07;9.25;0.52;14;NA;27;NA;NA;NA
27;FALSE;FALSE;eas;1;4.32;6.75;0.27;86;NA;NA;236;36;1
28;TRUE;FALSE;acs;3;1.82;1.75;0.76;38;0.2;NA;NA;13;0
29;TRUE;FALSE;mmas;3;3.7;5.5;0.39;74;NA;NA;NA;19;0
30;FALSE;FALSE;acs;1;1.2;0.5;0.89;26;0.57;NA;NA;42;1
31;FALSE;FALSE;ras;2;4.95;8;0.64;50;NA;89;NA;31;1
32;FALSE;FALSE;as;0;2.45;3;0.15;98;NA;NA;NA;NA;NA
33;FALSE;FALSE;acs;2;4.56;6.28;0.9;72;1;NA;NA;16;0
34;FALSE;FALSE;eas;0;2.06;1.28;0.41;24;NA;NA;505;NA;NA
35;FALSE;FALSE;ras;1;0.81;3.78;0.66;96;NA;94;NA;27;0
36;FALSE;FALSE;mmas;3;3.31;8.78;0.16;48;NA;NA;NA;50;1
37;FALSE;FALSE;acs;0;2.68;5.03;0.78;84;0.37;NA;NA;NA;NA
38;FALSE;FALSE;mmas;2;0.18;0.03;0.29;36;NA;NA;NA;21;0
39;TRUE;FALSE;eas;3;1.43;2.53;0.53;60;NA;NA;599;33;1
40;FALSE;FALSE;as;1;3.93;7.53;0.04;12;NA;NA;NA;10;0
41;FALSE;FALSE;as;0;1.12;6.91;0.59;30;NA;NA;NA;NA;NA
42;FALSE;FALSE;ras;2;3.62;1.91;0.1;78;NA;75;NA;41;0
43;FALSE;FALSE;eas;3;4.87;4.41;0.84;6;NA;NA;740;7;1
44;FALSE;FALSE;acs;1;2.37;9.41;0.35;54;0.18;NA;NA;30;0
45;FALSE;FALSE;eas;0;4.24;0.66;0.22;66;NA;NA;458;NA;NA
46;FALSE;FALSE;as;2;1.74;5.66;0.72;18;NA;NA;NA;36;0
47;FALSE;FALSE;ras;3;0.49;8.16;0.47;90;NA;38;NA;24;1
48;FALSE;FALSE;mmas;1;2.99;3.16;0.97;42;NA;NA;NA;47;0
49;FALSE;FALSE;acs;0;0.03;3.47;0.13;51;0.65;NA;NA;NA;NA
50;FALSE;FALSE;eas;2;2.53;8.47;0.63;99;NA;NA;388;11;1
51;FALSE;FALSE;mmas;1;1.28;0.97;0.87;75;NA;NA;NA;23;1
52;FALSE;FALSE;ras;3;3.78;5.97;0.38;27;NA;41;NA;46;0
53;FALSE;FALSE;mmas;0;4.4;9.72;0.75;63;NA;NA;NA;NA;NA
54;FALSE;FALSE;acs;2;1.9;4.72;0.25;15;0.03;NA;NA;17;1
55;FALSE;FALSE;ras;1;3.15;7.22;0.5;39;NA;78;NA;6;1
56;FALSE;FALSE;as;3;0.65;2.22;1;87;NA;NA;NA;29;0
57;FALSE;FALSE;as;2;4.09;2.84;0.44;57;NA;NA;NA;43;1
58;FALSE;FALSE;ras;0;1.59;7.84;0.94;9;NA;22;NA;NA;NA
59;TRUE;FALSE;acs;3;2.84;0.34;0.69;33;0.46;NA;NA;8;0
60;FALSE;FALSE;eas;1;0.34;5.34;0.19;81;NA;NA;622;31;1
61;FALSE;FALSE;as;0;3.46;4.09;0.32;93;NA;NA;NA;NA;NA
62;FALSE;FALSE;eas;2;0.96;9.09;0.81;45;NA;NA;529;37;1
63;FALSE;FALSE;acs;1;4.71;1.59;0.56;21;0.84;NA;NA;49;1
64;FALSE;FALSE;mmas;3;2.21;6.59;0.07;69;NA;NA;NA;26;0
65;FALSE;FALSE;ras;2;4.36;4.17;0.59;39;NA;15;NA;45;1
66;FALSE;FALSE;as;0;1.86;9.17;0.09;87;NA;NA;NA;NA;NA
67;FALSE;FALSE;eas;3;3.11;1.67;0.34;63;NA;NA;558;10;0
68;FALSE;FALSE;acs;1;0.61;6.67;0.83;15;0.29;NA;NA;33;1
69;FALSE;FALSE;ras;3;2.49;5.42;0.96;51;NA;78;NA;27;0
70;FALSE;FALSE;mmas;1;4.99;0.42;0.46;99;NA;NA;NA;50;1
71;FALSE;FALSE;eas;0;3.74;2.92;0.71;27;NA;NA;652;NA;NA
72;FALSE;FALSE;as;2;1.24;7.92;0.22;75;NA;NA;NA;39;1
73;FALSE;FALSE;acs;0;4.67;8.55;0.28;33;0.22;NA;NA;NA;NA
74;FALSE;FALSE;mmas;2;2.17;3.55;0.77;81;NA;NA;NA;19;1
75;FALSE;FALSE;as;1;3.42;6.05;0.53;57;NA;NA;NA;7;1
76;FALSE;FALSE;ras;3;0.92;1.05;0.03;9;NA;84;NA;30;0
77;FALSE;FALSE;acs;2;2.8;9.8;0.4;21;0.6;NA;NA;13;1
78;FALSE;FALSE;eas;0;0.3;4.8;0.9;69;NA;NA;699;NA;NA
79;FALSE;FALSE;mmas;3;4.05;7.3;0.65;93;NA;NA;NA;48;0
80;FALSE;FALSE;ras;1;1.55;2.3;0.15;45;NA;46;NA;25;1
81;FALSE;FALSE;acs;0;2.02;0.11;0.62;90;0.75;NA;NA;NA;NA
82;FALSE;FALSE;eas;2;4.52;5.11;0.12;42;NA;NA;581;15;0
83;FALSE;FALSE;mmas;1;0.77;2.61;0.37;18;NA;NA;NA;26;0
84;FALSE;FALSE;ras;3;3.27;7.61;0.87;66;NA;99;NA;49;1
85;FALSE;FALSE;eas;1;3.89;8.86;0.99;78;NA;NA;488;9;0
86;FALSE;FALSE;as;3;1.39;3.86;0.49;30;NA;NA;NA;32;1
87;FALSE;FALSE;acs;2;0.14;1.36;0.74;54;0.38;NA;NA;20;0
88;FALSE;FALSE;mmas;0;2.64;6.36;0.25;6;NA;NA;NA;NA;NA
89;FALSE;FALSE;mmas;1;2.33;8.24;0.68;36;NA;NA;NA;29;0
90;FALSE;FALSE;acs;3;4.83;3.24;0.18;84;0.07;NA;NA;6;1
91;FALSE;FALSE;acs;2;2.69;0.67;0.57;79;0.92;NA;NA;9;0
92;FALSE;FALSE;eas;1;4.21;1.13;0.08;93;NA;NA;433;22;1
93;FALSE;FALSE;ras;1;2.65;2.52;0.85;56;NA;87;NA;39;0
94;FALSE;FALSE;as;3;3.24;5.83;0.28;68;NA;NA;NA;24;0
95;FALSE;FALSE;ras;0;2.71;0.34;0.82;32;NA;50;NA;NA;NA
96;FALSE;FALSE;mmas;3;3.65;7.37;0.71;87;NA;NA;NA;6;1
97;FALSE;FALSE;mmas;1;3.19;7.83;0.23;52;NA;NA;NA;16;0
98;FALSE;FALSE;as;1;3.06;1.13;0.17;65;NA;NA;NA;8;0
99;TRUE;FALSE;acs;3;2.84;2.93;0.18;39;0.95;NA;NA;12;0
100;FALSE;FALSE;mmas;3;1.56;1.97;0.82;66;NA;NA;NA;15;0
101;FALSE;FALSE;acs;2;4.99;1.07;0.06;31;0.69;NA;NA;14;0
102;FALSE;FALSE;mmas;3;2.38;0.88;0.55;70;NA;NA;NA;5;0
103;FALSE;FALSE;acs;2;2.78;3.72;0.07;7;0.01;NA;NA;29;1
104;FALSE;FALSE;ras;3;4.93;3.62;0.18;91;NA;55;NA;22;1
105;FALSE;FALSE;acs;0;1.3;0.89;0.93;64;0.85;NA;NA;NA;NA
106;FALSE;FALSE;ras;3;4.13;8.3;0.35;26;NA;21;NA;24;0
107;FALSE;FALSE;acs;2;3.45;1.23;0.33;20;0.66;NA;NA;9;0
108;FALSE;FALSE;eas;0;3.03;1.7;0.97;79;NA;NA;627;NA;NA
109;FALSE;FALSE;acs;0;4.31;5.26;0.49;21;0.33;NA;NA;NA;NA
110;FALSE;FALSE;as;0;4.49;3.67;0.05;99;NA;NA;NA;NA;NA
111;FALSE;FALSE;eas;0;2.6;5.29;0.9;15;NA;NA;129;NA;NA
112;FALSE;FALSE;acs;3;0.1;4.53;0.1;81;0.55;NA;NA;27;0
113;FALSE;FALSE;acs;0;0.15;3.05;0.59;67;0.47;NA;NA;NA;NA
114;FALSE;FALSE;mmas;1;2.31;7.42;0.61;66;NA;NA;NA;29;0
115;FALSE;FALSE;eas;3;1.86;3.58;0.67;30;NA;NA;703;23;1
116;FALSE;FALSE;mmas;2;2.32;8.36;0.37;55;NA;NA;NA;27;1
117;FALSE;FALSE;acs;3;2.3;3.9;0.72;11;0.87;NA;NA;21;0
118;FALSE;FALSE;acs;2;4.92;6.92;0.73;51;0.63;NA;NA;13;0
119;FALSE;FALSE;mmas;3;3.88;6.07;0.14;65;NA;NA;NA;8;1
120;FALSE;FALSE;eas;3;1.87;0.9;0.47;36;NA;NA;103;14;0
121;FALSE;FALSE;as;3;1.56;2.28;0.76;15;NA;NA;NA;5;1
122;FALSE;FALSE;eas;1;2.99;2.95;0.32;71;NA;NA;462;38;0
123;FALSE;FALSE;acs;0;1.33;2.2;0.64;93;0.76;NA;NA;NA;NA
124;FALSE;FALSE;eas;3;1.83;8.71;0.53;74;NA;NA;401;17;0
125;FALSE;FALSE;acs;3;2.41;3.51;0.31;73;0.08;NA;NA;17;1
126;FALSE;FALSE;ras;2;2;2.83;0.79;30;NA;40;NA;25;0
127;FALSE;FALSE;eas;2;1.52;2.32;0.43;67;NA;NA;738;16;0
128;FALSE;FALSE;acs;0;4.1;6.91;0.32;14;0.82;NA;NA;NA;NA
129;FALSE;FALSE;ras;2;2.12;3.45;0.4;34;NA;93;NA;42;1
130;FALSE;FALSE;as;3;3.43;3.22;0.62;10;NA;NA;NA;18;0
131;FALSE;FALSE;eas;0;3;1.8;0.79;29;NA;NA;190;NA;NA
132;FALSE;FALSE;eas;3;3.47;1.04;0.56;5;NA;NA;215;12;0
133;FALSE;FALSE;acs;3;3.93;1.79;0.82;36;0.76;NA;NA;17;1
134;FALSE;FALSE;as;3;2.41;2.04;0.65;21;NA;NA;NA;16;1
135;FALSE;FALSE;eas;3;2.87;3.2;0.42;79;NA;NA;202;25;1
136;FALSE;FALSE;ras;1;1.2;0.02;0.81;35;NA;91;NA;8;0
137;FALSE;FALSE;as;0;3.76;2.97;0.54;16;NA;NA;NA;NA;NA
138;FALSE;FALSE;eas;3;1.12;1.47;0.79;71;NA;NA;403;9;1
139;FALSE;FALSE;as;3;4.07;2.95;0.56;48;NA;NA;NA;12;1
