CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;mmas;2;0.94;1.87;0.59;77;NA;NA;NA;32;0
2;FALSE;ras;0;3.44;6.87;0.1;29;NA;71;NA;NA;NA
3;FALSE;as;1;4.69;9.37;0.84;53;NA;NA;NA;43;0
4;FALSE;eas;3;2.19;4.37;0.34;5;NA;NA;11;20;1
5;FALSE;as;3;2.82;8.12;0.96;89;NA;NA;NA;15;1
6;FALSE;ras;1;0.32;3.12;0.47;41;NA;34;NA;38;0
7;FALSE;acs;2;4.07;5.62;0.22;17;0.96;NA;NA;49;0
8;FALSE;mmas;0;1.57;0.62;0.72;65;NA;NA;NA;NA;NA
9;FALSE;eas;3;3.76;3.75;0.03;59;NA;NA;152;41;1
10;FALSE;acs;1;1.26;8.75;0.53;11;0.15;NA;NA;18;0
11;FALSE;as;0;0.01;6.25;0.28;83;NA;NA;NA;NA;NA
12;FALSE;ras;2;2.51;1.25;0.78;35;NA;2;NA;6;0
13;FALSE;acs;3;0.63;10;0.65;47;0.53;NA;NA;35;1
14;FALSE;mmas;1;3.13;5;0.16;95;NA;NA;NA;12;0
15;FALSE;eas;0;4.38;2.5;0.9;23;NA;NA;245;NA;NA
16;FALSE;as;2;1.88;7.5;0.41;71;NA;NA;NA;23;0
17;FALSE;eas;2;3.6;9.68;0.31;44;NA;NA;222;45;1
18;FALSE;acs;0;1.1;4.68;0.81;92;0.68;NA;NA;NA;NA
19;FALSE;ras;3;4.85;7.18;0.56;68;NA;87;NA;10;0
20;FALSE;as;1;2.35;2.18;0.07;20;NA;NA;NA;33;1
21;FALSE;eas;1;2.97;5.93;0.68;80;NA;NA;128;39;1
22;FALSE;as;3;0.47;0.93;0.19;32;NA;NA;NA;16;0
23;FALSE;ras;2;1.72;3.43;0.93;56;NA;24;NA;28;1
24;FALSE;mmas;0;4.22;8.43;0.44;8;NA;NA;NA;NA;NA
25;FALSE;acs;1;3.91;0.31;0.37;74;0.87;NA;NA;13;1
26;FALSE;mmas;3;1.41;5.31;0.87;26;NA;NA;NA;36;0
27;FALSE;ras;2;0.16;7.81;0.13;98;NA;18;NA;25;1
28;FALSE;as;0;2.66;2.81;0.62;50;NA;NA;NA;NA;NA
29;FALSE;acs;3;3.29;1.56;0.5;86;0.49;NA;NA;42;0
30;FALSE;eas;1;0.79;6.56;0.99;38;NA;NA;81;19;1
31;FALSE;ras;0;2.04;9.06;0.25;62;NA;55;NA;NA;NA
32;FALSE;mmas;2;4.54;4.06;0.75;14;NA;NA;NA;7;1
33;FALSE;as;0;1.33;3.9;0.95;46;NA;NA;NA;NA;NA
34;FALSE;eas;2;3.83;8.9;0.45;94;NA;NA;749;20;1
35;FALSE;mmas;3;2.58;6.4;0.7;22;NA;NA;NA;31;0
36;FALSE;acs;1;0.08;1.4;0.2;70;0.6;NA;NA;8;1
37;FALSE;ras;0;3.21;7.65;0.33;58;NA;98;NA;NA;NA
38;FALSE;as;2;0.71;2.65;0.82;10;NA;NA;NA;14;1
39;FALSE;acs;3;1.96;0.15;0.08;82;0.23;NA;NA;48;0
40;FALSE;eas;1;4.46;5.15;0.58;34;NA;NA;468;25;1
41;FALSE;eas;2;2.27;8.28;0.14;52;NA;NA;609;40;1
42;FALSE;acs;0;4.77;3.28;0.64;100;0.92;NA;NA;NA;NA
43;FALSE;ras;3;1.02;5.78;0.89;76;NA;66;NA;5;0
44;FALSE;mmas;1;3.52;0.78;0.39;28;NA;NA;NA;28;1
45;FALSE;ras;1;1.65;7.03;0.76;88;NA;4;NA;46;1
46;FALSE;as;3;4.15;2.03;0.27;40;NA;NA;NA;23;0
47;TRUE;acs;2;2.9;4.53;0.51;64;0.29;NA;NA;34;1
48;FALSE;mmas;0;0.4;9.53;0.02;16;NA;NA;NA;NA;NA
49;FALSE;acs;0;2.43;5.47;0.48;37;0.07;NA;NA;NA;NA
50;FALSE;mmas;2;4.93;0.47;0.98;85;NA;NA;NA;38;0
51;FALSE;eas;3;3.68;2.97;0.24;13;NA;NA;398;27;1
52;FALSE;as;1;1.18;7.97;0.73;61;NA;NA;NA;50;0
53;TRUE;mmas;3;1.8;9.22;0.61;97;NA;NA;NA;10;1
54;FALSE;ras;1;4.3;4.22;0.11;49;NA;13;NA;33;0
55;FALSE;acs;2;0.55;6.72;0.36;25;0.7;NA;NA;44;0
