CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;mmas;1;3.95;3.92;0.21;8;NA;NA;NA;28;0
2;FALSE;FALSE;acs;3;1.45;8.92;0.7;56;0.11;NA;NA;5;1
3;FALSE;FALSE;as;2;0.2;6.42;0.45;32;NA;NA;NA;39;0
4;FALSE;FALSE;ras;0;2.7;1.42;0.95;80;NA;61;NA;NA;NA
5;FALSE;FALSE;acs;1;0.83;7.67;0.58;92;0.73;NA;NA;45;0
6;TRUE;FALSE;eas;3;3.33;2.67;0.08;44;NA;NA;284;22;1
7;FALSE;FALSE;ras;2;4.58;0.17;0.82;68;NA;23;NA;33;0
8;FALSE;FALSE;mmas;0;2.08;5.17;0.33;20;NA;NA;NA;NA;NA
9;FALSE;FALSE;ras;1;2.39;3.29;0.39;62;NA;42;NA;7;0
10;TRUE;FALSE;as;3;4.89;8.29;0.89;14;NA;NA;NA;30;1
11;FALSE;FALSE;eas;0;1.14;0.79;0.64;38;NA;NA;143;NA;NA
12;FALSE;FALSE;acs;2;3.64;5.79;0.14;86;0.42;NA;NA;19;0
13;FALSE;FALSE;mmas;2;1.77;2.04;0.52;26;NA;NA;NA;13;0
14;FALSE;FALSE;acs;0;4.27;7.04;0.02;74;0.8;NA;NA;NA;NA
15;FALSE;FALSE;as;1;3.02;9.54;0.76;50;NA;NA;NA;25;0
16;FALSE;FALSE;eas;3;0.52;4.54;0.27;98;NA;NA;237;48;1
17;FALSE;FALSE;as;0;4.42;3.61;0.55;53;NA;NA;NA;NA;NA
18;FALSE;FALSE;eas;2;1.92;8.61;0.05;5;NA;NA;120;43;1
19;FALSE;FALSE;acs;1;3.17;1.11;0.3;29;0.27;NA;NA;32;1
20;FALSE;FALSE;mmas;3;0.67;6.11;0.79;77;NA;NA;NA;9;0
21;FALSE;FALSE;eas;1;1.3;7.36;0.92;65;NA;NA;214;49;1
22;FALSE;FALSE;acs;3;3.8;2.36;0.42;17;0.89;NA;NA;26;0
23;FALSE;FALSE;mmas;2;2.55;4.86;0.67;89;NA;NA;NA;38;1
24;FALSE;FALSE;ras;0;0.05;9.86;0.17;41;NA;70;NA;NA;NA
25;FALSE;FALSE;acs;0;1.61;4.23;0.86;11;0.2;NA;NA;NA;NA
26;FALSE;FALSE;eas;2;4.11;9.23;0.36;59;NA;NA;73;18;1
27;FALSE;FALSE;as;1;0.36;1.73;0.11;83;NA;NA;NA;6;1
28;FALSE;FALSE;ras;3;2.86;6.73;0.61;35;NA;89;NA;29;0
29;FALSE;FALSE;ras;2;0.99;2.98;0.98;47;NA;1;NA;12;1
30;FALSE;FALSE;mmas;0;3.49;7.98;0.48;95;NA;NA;NA;NA;NA
31;FALSE;FALSE;as;3;2.24;0.48;0.24;71;NA;NA;NA;46;0
