CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;173;0;1;NA;NA;0.08;0.94;0.87
2;FALSE;FALSE;73;4;2;NA;NA;1.33;2.19;0.42
3;FALSE;FALSE;123;6;1;20;NA;0.71;1.56;0.65
4;FALSE;FALSE;23;2;0;NA;NA;1.96;0.31;0.2
5;FALSE;FALSE;98;0;1;NA;NA;2.27;1.25;0.76
6;FALSE;FALSE;198;3;0;NA;NA;1.02;2.5;0.31
7;FALSE;FALSE;48;5;0;NA;6;1.65;1.87;0.53
8;FALSE;FALSE;148;1;2;NA;NA;0.4;0.62;0.08
9;FALSE;FALSE;86;6;0;16;NA;2.11;1.72;0.48
10;FALSE;FALSE;185;3;1;NA;NA;0.86;0.47;0.03
11;TRUE;FALSE;36;1;2;NA;NA;1.49;1.09;0.7
12;TRUE;FALSE;135;4;0;NA;NA;0.24;2.34;0.25
13;FALSE;FALSE;111;0;0;NA;NA;1.18;0.78;0.82
14;FALSE;FALSE;11;3;2;NA;NA;2.43;2.03;0.37
15;FALSE;FALSE;61;2;1;NA;NA;1.8;0.15;0.14
16;FALSE;FALSE;160;5;2;NA;3;0.55;1.4;0.59
17;FALSE;FALSE;117;2;0;NA;NA;1.25;1.95;0.17
18;FALSE;FALSE;167;4;1;NA;NA;1.88;0.08;0.39
19;TRUE;FALSE;67;1;0;NA;NA;0.63;1.33;0.84
20;TRUE;FALSE;142;5;0;NA;2;2.19;1.01;0.51
21;FALSE;FALSE;42;1;2;NA;NA;0.94;2.26;0.06
22;FALSE;FALSE;92;3;1;NA;NA;0.32;0.39;0.28
23;FALSE;FALSE;191;0;2;NA;NA;1.57;1.64;0.73
24;FALSE;FALSE;79;3;2;NA;NA;0.16;2.42;0
25;FALSE;FALSE;179;6;1;16;NA;1.41;1.17;0.45
26;FALSE;FALSE;30;5;0;NA;4;0.79;0.54;0.23
27;FALSE;FALSE;129;1;2;NA;NA;2.04;1.79;0.68
28;FALSE;FALSE;104;4;2;NA;NA;1.72;0.23;0.34
29;TRUE;FALSE;5;0;1;NA;NA;0.47;1.48;0.79
30;FALSE;FALSE;55;5;1;NA;5;1.1;0.86;0.56
31;FALSE;FALSE;154;2;0;NA;NA;2.35;2.11;0.11
32;FALSE;FALSE;2;5;0;NA;8;0.2;0.04;0.69
33;FALSE;FALSE;164;0;0;NA;NA;1.08;2.25;0.07
34;FALSE;FALSE;165;1;0;NA;NA;0.95;1.22;0.1
35;TRUE;FALSE;200;5;0;NA;10;1.17;2.18;0.45
