CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;96;5;1;NA;4;0.34;0.44;0.19
2;FALSE;FALSE;195;1;0;NA;NA;1.59;1.69;0.64
3;FALSE;FALSE;46;3;0;NA;NA;0.96;2.32;0.42
4;FALSE;FALSE;121;2;2;NA;NA;1.28;2;0.3
5;FALSE;FALSE;21;5;0;NA;3;0.03;0.75;0.75
6;FALSE;FALSE;171;4;1;NA;NA;1.9;0.13;0.08
7;FALSE;FALSE;71;0;2;NA;NA;0.65;1.38;0.53
8;FALSE;FALSE;158;2;2;NA;NA;2.37;2.16;0.25
9;FALSE;FALSE;59;6;1;4;NA;1.12;0.91;0.7
10;FALSE;FALSE;108;4;0;NA;NA;1.75;0.29;0.02
11;FALSE;FALSE;9;1;2;NA;NA;0.5;1.54;0.47
12;TRUE;FALSE;83;1;0;NA;NA;0.18;2.47;0.36
13;FALSE;FALSE;183;5;1;NA;6;1.43;1.22;0.81
14;FALSE;FALSE;34;3;2;NA;NA;0.81;0.6;0.13
15;FALSE;FALSE;133;0;1;NA;NA;2.06;1.85;0.58
16;FALSE;FALSE;177;1;1;NA;NA;0.89;0.36;0.39
17;FALSE;FALSE;77;5;2;NA;2;2.14;1.61;0.84
18;FALSE;FALSE;127;3;2;NA;NA;0.26;2.24;0.16
19;TRUE;FALSE;27;0;0;NA;NA;1.51;0.99;0.61
20;FALSE;FALSE;52;2;1;NA;NA;1.82;0.05;0.27
21;FALSE;FALSE;152;6;0;12;NA;0.57;1.3;0.72
22;FALSE;FALSE;3;4;1;NA;NA;2.45;1.93;0.05
23;FALSE;FALSE;102;0;2;NA;NA;1.2;0.68;0.5
24;FALSE;FALSE;90;1;1;NA;NA;2.29;1.15;0.67
25;FALSE;FALSE;189;4;2;NA;NA;1.04;2.4;0.22
26;FALSE;FALSE;40;6;1;8;NA;1.67;1.77;0.89
27;FALSE;FALSE;139;3;0;NA;NA;0.42;0.52;0.44
28;FALSE;FALSE;164;0;1;NA;NA;0.11;0.83;0.56
29;FALSE;FALSE;65;3;0;NA;NA;1.36;2.08;0.11
30;TRUE;FALSE;115;5;0;NA;5;0.73;1.46;0.78
31;FALSE;FALSE;15;2;2;NA;NA;1.98;0.21;0.33
32;FALSE;FALSE;118;0;0;NA;NA;1.08;0.01;0.88
