CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;144;0;0;NA;NA;0.89;1;0.09
2;FALSE;44;3;2;NA;NA;2.14;2.25;0.54
3;FALSE;193;5;2;NA;4;0.27;1.62;0.32
4;FALSE;94;2;1;NA;NA;1.52;0.37;0.77
5;FALSE;19;1;2;NA;NA;1.83;0.69;0.21
6;TRUE;119;4;0;NA;NA;0.58;1.94;0.66
7;FALSE;69;6;0;14;NA;2.46;1.31;0.43
8;FALSE;168;2;1;NA;NA;1.21;0.06;0.88
9;FALSE;181;1;1;NA;NA;0.43;1.16;0.04
10;FALSE;81;5;2;NA;5;1.68;2.41;0.49
11;FALSE;32;3;0;NA;NA;2.3;0.53;0.71
12;FALSE;131;6;1;15;NA;1.05;1.78;0.26
13;TRUE;156;4;0;NA;NA;0.74;2.09;0.6
14;FALSE;57;0;1;NA;NA;1.99;0.84;0.15
15;FALSE;7;5;0;NA;2;1.36;1.47;0.38
16;FALSE;106;2;2;NA;NA;0.11;0.22;0.83
17;FALSE;112;5;0;NA;5;1.91;0.77;0.35
18;FALSE;13;2;2;NA;NA;0.66;2.02;0.8
19;FALSE;63;3;1;NA;NA;0.03;0.14;0.57
20;FALSE;162;0;2;NA;NA;1.28;1.39;0.12
21;FALSE;137;3;0;NA;NA;1.6;2.33;0.69
22;FALSE;88;1;0;NA;NA;0.97;1.7;0.01
23;FALSE;187;4;1;NA;NA;2.22;0.45;0.46
24;FALSE;150;3;2;NA;NA;1.44;0.61;0.52
25;FALSE;50;0;1;NA;NA;0.19;1.86;0.07
26;FALSE;200;1;0;NA;NA;2.07;2.48;0.74
27;FALSE;100;5;1;NA;3;0.82;1.23;0.29
28;FALSE;75;2;2;NA;NA;0.5;2.17;0.85
29;FALSE;175;6;1;19;NA;1.75;0.92;0.4
30;FALSE;125;0;2;NA;NA;2.38;1.55;0.18
31;FALSE;25;4;0;NA;NA;1.13;0.3;0.63
32;FALSE;47;5;0;NA;7;0.54;0.41;0.19
33;FALSE;147;2;1;NA;NA;1.79;1.66;0.64
34;FALSE;97;0;2;NA;NA;1.17;2.29;0.42
35;FALSE;196;3;0;NA;NA;2.42;1.04;0.87
36;FALSE;172;1;0;NA;NA;1.48;1.98;0.31
37;FALSE;72;4;1;NA;NA;0.23;0.73;0.76
38;FALSE;22;2;1;NA;NA;0.86;1.35;0.53
39;FALSE;134;5;0;NA;7;1.32;1.2;0.81
40;TRUE;35;1;1;NA;NA;0.07;2.45;0.36
41;FALSE;184;3;2;NA;NA;1.95;1.82;0.59
42;FALSE;85;6;0;10;NA;0.7;0.57;0.14
43;FALSE;60;2;0;NA;NA;0.39;1.51;0.47
44;FALSE;109;0;1;NA;NA;2.26;2.13;0.25
