CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;82;0;2;NA;NA;0.42;1.17;0.84
2;TRUE;181;4;0;NA;NA;1.67;2.42;0.39
3;TRUE;32;5;1;NA;9;1.04;1.79;0.62
4;FALSE;131;2;2;NA;NA;2.29;0.54;0.17
5;FALSE;156;1;0;NA;NA;1.98;0.86;0.73
6;TRUE;57;4;2;NA;NA;0.73;2.11;0.28
7;FALSE;106;6;1;15;NA;1.36;1.48;0.5
8;FALSE;7;3;0;NA;NA;0.11;0.23;0.05
9;FALSE;119;0;0;NA;NA;1.83;0.7;0.78
10;FALSE;19;3;1;NA;NA;0.58;1.95;0.33
11;FALSE;69;1;0;NA;NA;1.2;0.07;0.11
12;FALSE;169;5;2;NA;6;2.45;1.32;0.56
13;FALSE;94;6;0;14;NA;0.26;1.64;0.67
14;FALSE;194;2;1;NA;NA;1.51;0.39;0.22
15;FALSE;44;0;2;NA;NA;0.89;1.01;0.9
16;TRUE;144;4;1;NA;NA;2.14;2.26;0.45
17;FALSE;138;6;0;11;NA;0.34;1.09;0.59
18;FALSE;38;2;1;NA;NA;1.59;2.34;0.14
19;FALSE;88;4;1;NA;NA;2.22;0.46;0.36
20;FALSE;187;0;2;NA;NA;0.97;1.71;0.81
21;FALSE;162;5;2;NA;8;0.03;0.15;0.25
22;FALSE;63;1;0;NA;NA;1.28;1.4;0.7
23;FALSE;113;3;1;NA;NA;0.65;2.03;0.03
24;TRUE;75;5;1;NA;10;1.75;0.93;0.53
25;FALSE;175;2;0;NA;NA;0.5;2.18;0.08
26;FALSE;125;3;2;NA;NA;1.12;0.31;0.31
27;FALSE;26;0;1;NA;NA;2.37;1.56;0.76
28;FALSE;100;2;2;NA;NA;2.06;2.5;0.19
29;FALSE;200;6;0;19;NA;0.81;1.25;0.64
30;FALSE;150;1;1;NA;NA;0.18;1.87;0.87
31;FALSE;51;4;0;NA;NA;1.43;0.62;0.42
32;FALSE;103;1;2;NA;NA;1.71;0.03;0.6
33;FALSE;179;6;1;19;NA;2.01;1.32;0.29
34;FALSE;168;4;0;NA;NA;1.59;2.22;0.7
35;FALSE;130;3;1;NA;NA;1.66;2.18;0.2
36;FALSE;76;3;0;NA;NA;0.08;1.06;0.55
37;FALSE;85;4;2;NA;NA;0.45;0.3;0.35
38;FALSE;90;1;0;NA;NA;2;2.42;0.5
39;FALSE;82;4;0;NA;NA;1.28;2.03;0.65
40;FALSE;145;4;1;NA;NA;1.79;1.78;0.62
41;FALSE;140;5;0;NA;3;1.83;1.52;0.13
42;FALSE;97;0;2;NA;NA;0.2;1.8;0.36
43;TRUE;32;1;2;NA;NA;0.64;2.08;0.29
44;FALSE;38;2;2;NA;NA;2.19;0.6;0.44
45;FALSE;164;5;0;NA;3;2.06;2.2;0.5
46;FALSE;146;0;1;NA;NA;1.02;1.13;0.08
47;FALSE;80;6;1;4;NA;2.22;0.74;0.49
48;FALSE;181;3;0;NA;NA;1.07;1.05;0.68
49;FALSE;134;4;1;NA;NA;2.3;0.87;0.06
50;FALSE;149;4;1;NA;NA;2.25;2.25;0.02
51;FALSE;54;6;1;8;NA;1.46;1.45;0.19
52;FALSE;25;0;0;NA;NA;1.84;2.24;0.5
53;FALSE;115;4;2;NA;NA;2;1.19;0.48
54;TRUE;194;4;2;NA;NA;1.76;1.78;0.62
55;FALSE;189;4;0;NA;NA;0.52;2.35;0.38
56;FALSE;170;1;0;NA;NA;2.37;2.29;0.79
57;FALSE;55;4;0;NA;NA;1.54;0.95;0.38
58;FALSE;9;5;0;NA;8;0.65;0.38;0.89
59;FALSE;33;2;1;NA;NA;1.25;2.17;0.24
60;FALSE;181;4;0;NA;NA;1.03;1.92;0.31
61;FALSE;52;0;2;NA;NA;0;2.37;0.36
62;FALSE;27;5;2;NA;10;0.96;2.2;0.12
63;FALSE;119;5;2;NA;10;2.43;0.7;0.45
64;FALSE;37;4;2;NA;NA;0.65;2.33;0.42
65;TRUE;33;4;1;NA;NA;0.99;1.8;0.24
66;FALSE;126;6;0;18;NA;2.34;1.15;0.71
67;FALSE;103;5;1;NA;10;2.05;1.32;0.44
68;FALSE;132;4;1;NA;NA;0.42;1.72;0.89
69;FALSE;182;0;1;NA;NA;1.17;2.2;0.18
70;FALSE;60;1;1;NA;NA;0.3;1.01;0.71
71;FALSE;47;5;2;NA;9;0.45;2.09;0.15
72;FALSE;119;4;0;NA;NA;1.68;1.85;0.58
73;FALSE;144;4;2;NA;NA;2.1;1.4;0.3
74;TRUE;36;5;1;NA;8;2.22;2.06;0.4
75;FALSE;54;5;2;NA;10;2.36;0.87;0.32
76;FALSE;100;1;2;NA;NA;1.57;2.09;0.26
77;FALSE;5;1;2;NA;NA;0.02;2.21;0.45
78;FALSE;71;5;1;NA;9;0.73;0.65;0.62
79;FALSE;62;0;0;NA;NA;0.82;1.21;0.43
