CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;80;0;0;NA;NA;1.59;1.37;0.61
2;FALSE;FALSE;179;4;1;NA;NA;0.34;0.12;0.16
3;FALSE;FALSE;130;2;0;NA;NA;0.96;1.99;0.39
4;FALSE;FALSE;55;3;1;NA;NA;1.9;0.43;0.05
5;FALSE;FALSE;154;0;2;NA;NA;0.65;1.68;0.5
6;FALSE;FALSE;105;5;0;NA;7;0.03;1.05;0.73
7;TRUE;FALSE;5;1;2;NA;NA;1.28;2.3;0.28
8;FALSE;FALSE;192;2;0;NA;NA;0.18;2.15;0.45
9;FALSE;FALSE;92;5;1;NA;9;1.43;0.9;0.9
10;FALSE;FALSE;42;0;0;NA;NA;2.06;1.52;0.67
11;FALSE;FALSE;142;4;2;NA;NA;0.81;0.27;0.22
12;FALSE;FALSE;167;6;1;9;NA;1.12;1.21;0.78
13;FALSE;FALSE;67;3;2;NA;NA;2.37;2.46;0.33
14;FALSE;FALSE;18;4;0;NA;NA;1.75;0.59;0.11
15;FALSE;FALSE;117;1;1;NA;NA;0.5;1.84;0.56
16;FALSE;FALSE;148;0;0;NA;NA;1.51;0.66;0.64
17;FALSE;FALSE;49;4;1;NA;NA;0.26;1.91;0.19
18;FALSE;FALSE;98;2;1;NA;NA;0.89;0.04;0.42
19;FALSE;FALSE;198;5;2;NA;7;2.14;1.29;0.87
20;FALSE;FALSE;173;3;1;NA;NA;1.82;0.35;0.31
21;FALSE;FALSE;74;6;0;6;NA;0.57;1.6;0.76
22;FALSE;FALSE;123;5;0;NA;9;2.45;2.23;0.08
23;FALSE;FALSE;24;1;2;NA;NA;1.2;0.98;0.53
24;FALSE;FALSE;161;3;0;NA;NA;1.36;2.38;0.02
25;FALSE;FALSE;61;0;1;NA;NA;0.11;1.13;0.47
26;FALSE;FALSE;11;5;1;NA;10;0.73;1.76;0.7
27;FALSE;FALSE;111;2;2;NA;NA;1.98;0.51;0.25
28;FALSE;FALSE;185;1;1;NA;NA;2.29;0.82;0.59
29;FALSE;FALSE;86;4;2;NA;NA;1.04;2.07;0.14
30;FALSE;FALSE;36;2;0;NA;NA;0.42;0.2;0.36
31;FALSE;FALSE;52;2;0;NA;NA;2.25;1.8;0.15
32;FALSE;FALSE;151;5;2;NA;2;1;0.55;0.6
33;FALSE;FALSE;102;0;1;NA;NA;0.38;2.42;0.83
